ID_MATRICULA;DT_NASCIMENTO;ESTADO_CIVIL;SEXO;DEFICIENCIA;COR_ETNIA;CIDADE_ORIGEM;CODIGO_CURSO;VERSAO_CURSO;DT_INGRESSO;FORMA_INGRESSO;MODALIDADE_INGRESSO;ANO_INGRESSO;PERIODO_INGRESSO;FORMA_EVASAO;DATA_EVASAO;DT_CONCLUSAO
1689;19/09/1998;Solteiro(a);M;Deficiência Física (Membros com Def. Cong. ou Ad.);Parda;Uberaba;1452BI;2012-1;24/02/2016;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2016;1° Semestre;Formado;13/10/2020;13/10/2020
1690;18/02/1995;Estado Civil;M;;Branca;Uberaba;115728BN;2016-1;08/08/2018;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2018;2° Semestre;Aluno com Vínculo;;
1691;14/05/1991;Solteiro(a);M;;Branca;Uberaba;115728BN;2016-1;08/08/2018;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2018;2° Semestre;Aluno com Vínculo;;
1692;22/01/2000;Solteiro(a);M;;Parda;Uberaba;1137717BI;2016-1;07/03/2018;Processo Seletivo: SISU;Modalidade L6 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2018;1° Semestre;Aluno com Vínculo;;
1693;10/08/2000;Não informado;M;;Branca;Uberaba;115728BN;2016-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2019;2° Semestre;Aluno com Vínculo;;
1694;26/01/1999;Não informado;M;;Branca;Uberaba;1137717BI;2016-1;05/03/2018;Processo Seletivo: SISU;Modalidade L5 - Escola Pública/independente de renda;2018;1° Semestre;Aluno com Vínculo;;
1695;05/08/1999;Solteiro(a);M;Não possui deficiência;Branca;Uberaba;1452BI;2012-1;05/03/2018;Processo Seletivo: SISU;Modalidade L1 - Escola Pública/até 1,5 Salário Mínimo;2018;1° Semestre;Aluno com Vínculo;;
1696;01/12/1998;Solteiro(a);M;Não possui deficiência;Branca;Uberaba;1452BI;2012-1;19/09/2017;Processo Seletivo: Vestibular;Modalidade 4 - Escola Pública/independente de renda;2017;2° Semestre;Aluno com Vínculo;;
1697;31/08/1996;Solteiro(a);M;;Branca;Uberaba;115728BN;2016-1;27/03/2017;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2017;1° Semestre;Aluno com Vínculo;;
1698;10/03/2000;Solteiro(a);M;;Branca;Uberaba;1452BI;2012-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade L5 - Escola Pública/independente de renda;2019;2° Semestre;Aluno com Vínculo;;
1699;08/03/1999;Solteiro(a);M;Não possui deficiência;Branca;Uberaba;1452BI;2012-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2019;2° Semestre;Aluno com Vínculo;;
1700;08/08/2001;Solteiro(a);M;Não possui deficiência;Amarela;Uberaba;1137717BI;2016-1;07/03/2019;Processo Seletivo: SISU;Modalidade L5 - Escola Pública/independente de renda;2019;1° Semestre;Transferência Interna;;
1701;19/08/1999;Estado Civil;M;Deficiência Visual (baixa visão);Branca;Uberaba;115728BN;2016-1;01/03/2019;Processo Seletivo: SISU;Modalidade A0 - Ampla Concorrência;2019;1° Semestre;Desistente Oficial;02/07/2019;
1702;01/02/1993;Solteiro(a);M;Não possui deficiência;Branca;Uberaba;115728BN;2016-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2019;2° Semestre;Aluno com Vínculo;;
1703;03/05/1997;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;115728BN;2016-1;12/08/2019;Processo Seletivo: Vestibular;Modalidade L1 - Escola Pública/até 1,5 Salário Mínimo;2019;2° Semestre;Aluno com Vínculo;;
1704;24/10/1987;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;23/05/2006;Processo Seletivo: Vestibular;Não se aplica;2006;1° Semestre;Formado;09/07/2010;27/08/2010
1705;22/02/1985;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;08/04/2003;Processo Seletivo: PAIES;Não se aplica;2003;1° Semestre;Jubilamento;20/12/2010;
1706;17/12/1984;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097;10/10/2002;Processo Seletivo: Vestibular;Não se aplica;2002;2° Semestre;Formado;09/06/2009;09/06/2009
1707;26/12/1981;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;01/03/2002;Processo Seletivo: Vestibular;Não se aplica;2002;2° Semestre;Formado;01/07/2009;01/07/2009
1708;03/02/1982;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/10/2002;Processo Seletivo: Vestibular;Não se aplica;2002;2° Semestre;Formado;12/01/2010;12/01/2010
1709;24/02/1982;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097;01/08/2002;Processo Seletivo: Vestibular;Não se aplica;2002;2° Semestre;Formado;16/07/2009;16/07/2009
1710;13/12/1979;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;22/05/2002;Processo Seletivo: Vestibular;Não se aplica;2002;1° Semestre;Jubilamento;08/06/2010;
1711;28/02/1981;Casado(a);M;;Parda;Uberlândia;1452BI;1097A;22/05/2002;Processo Seletivo: Vestibular;Não se aplica;2002;1° Semestre;Desistente Oficial;24/09/2012;
1712;22/11/1983;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097;01/02/2002;Processo Seletivo: PAIES;Não se aplica;2002;1° Semestre;Formado;15/07/2009;15/07/2009
1713;22/01/1980;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;08/08/2001;Processo Seletivo: Vestibular;Não se aplica;2001;2° Semestre;Formado;02/02/2010;02/02/2010
1714;21/02/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;17/02/2004;Processo Seletivo: PAIES;Não se aplica;2004;1° Semestre;Formado;20/12/2010;20/12/2010
1715;19/10/1985;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097;17/02/2004;Processo Seletivo: PAIES;Não se aplica;2004;1° Semestre;Formado;29/06/2009;29/06/2009
1716;22/04/1985;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;03/09/2003;Processo Seletivo: Vestibular;Não se aplica;2003;2° Semestre;Formado;11/07/2009;11/07/2009
1717;10/08/1984;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;21/08/2003;Processo Seletivo: Vestibular;Não se aplica;2003;2° Semestre;Formado;17/09/2009;17/09/2009
1718;01/08/1985;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097;20/08/2003;Processo Seletivo: Vestibular;Não se aplica;2003;2° Semestre;Formado;04/02/2010;04/02/2010
1719;15/02/1984;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;21/08/2003;Processo Seletivo: Vestibular;Não se aplica;2003;2° Semestre;Formado;19/11/2009;19/11/2009
1720;14/12/1984;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;01/08/2003;Processo Seletivo: Vestibular;Não se aplica;2003;2° Semestre;Desistente Oficial;01/02/2009;
1721;05/07/1979;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;19/03/2003;Processo Seletivo: Vestibular;Não se aplica;2003;1° Semestre;Formado;11/07/2009;11/07/2009
1722;22/10/1984;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;19/03/2003;Processo Seletivo: PAIES;Não se aplica;2003;1° Semestre;Formado;27/11/2009;27/11/2009
1723;26/02/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;15/02/2005;Processo Seletivo: PAIES;Não se aplica;2005;1° Semestre;Formado;09/07/2010;09/07/2010
1724;11/06/1983;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;01/08/2004;Processo Seletivo: Vestibular;Não se aplica;2004;2° Semestre;Formado;12/05/2009;12/05/2009
1725;07/04/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/08/2004;Processo Seletivo: Vestibular;Não se aplica;2004;2° Semestre;Formado;11/07/2009;11/07/2009
1726;11/02/1987;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/08/2004;Processo Seletivo: Vestibular;Não se aplica;2004;2° Semestre;Formado;20/12/2011;02/12/2011
1727;22/02/1982;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/08/2004;Processo Seletivo: Vestibular;Não se aplica;2004;2° Semestre;Desistente Oficial;05/04/2011;
1728;23/03/1985;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;01/08/2004;Processo Seletivo: Vestibular;Não se aplica;2004;2° Semestre;Formado;15/04/2010;15/04/2010
1729;22/07/1985;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;1097A;01/04/2004;Processo Seletivo: Vestibular;Não se aplica;2004;1° Semestre;Formado;15/04/2011;15/04/2011
1730;16/07/1985;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;01/04/2004;Processo Seletivo: Vestibular;Não se aplica;2004;1° Semestre;Formado;09/07/2011;09/07/2011
1731;06/11/1982;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;01/04/2004;Processo Seletivo: Vestibular;Não se aplica;2004;1° Semestre;Formado;09/07/2011;09/08/2011
1732;28/11/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Formado;14/09/2009;14/09/2009
1733;17/01/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;16/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Formado;09/07/2011;09/07/2011
1734;15/03/1986;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;11/02/2005;Processo Seletivo: Vestibular;Não se aplica;2005;1° Semestre;Formado;09/07/2010;03/09/2010
1735;31/12/1985;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;15/02/2005;Processo Seletivo: Vestibular;Não se aplica;2005;1° Semestre;Formado;18/09/2009;18/09/2009
1736;29/09/1983;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;14/03/2005;Processo Seletivo: Vestibular;Não se aplica;2005;1° Semestre;Desistente Oficial;30/07/2010;
1737;14/01/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;14/03/2005;Processo Seletivo: PAIES;Não se aplica;2005;1° Semestre;Formado;09/07/2010;14/09/2010
1738;16/10/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;15/02/2005;Processo Seletivo: PAIES;Não se aplica;2005;1° Semestre;Formado;09/07/2010;15/09/2010
1739;26/10/1987;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;1097A;14/02/2005;Processo Seletivo: PAIES;Não se aplica;2005;1° Semestre;Formado;01/06/2010;01/06/2010
1740;30/03/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;25/02/2005;Processo Seletivo: PAIES;Não se aplica;2005;1° Semestre;Formado;22/10/2009;22/10/2009
1741;02/08/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Formado;28/08/2009;28/08/2009
1742;18/06/1986;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;10/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Formado;15/01/2010;15/01/2010
1743;19/06/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Formado;04/02/2010;04/02/2010
1744;27/05/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;16/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Abandono;28/01/2009;
1745;10/09/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;16/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Formado;09/07/2010;27/07/2010
1746;15/07/1987;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Formado;09/07/2010;14/09/2010
1747;15/10/1986;Casado(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;01/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Formado;11/07/2009;11/07/2009
1748;17/11/1983;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;1097A;01/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Desistente Oficial;28/07/2009;
1749;17/01/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Formado;15/01/2010;15/01/2010
1750;12/10/1987;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Desistente Oficial;13/02/2012;
1751;06/01/1989;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;09/07/2010;09/07/2010
1752;17/12/1988;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;02/06/2006;Processo Seletivo: PAIES;Não se aplica;2006;1° Semestre;Formado;07/04/2010;07/04/2010
1753;06/09/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;27/05/2015;27/05/2015
1754;05/08/1987;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;23/05/2006;Processo Seletivo: Vestibular;Não se aplica;2006;1° Semestre;Formado;15/01/2010;15/01/2010
1755;08/09/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;22/05/2006;Processo Seletivo: PAIES;Não se aplica;2006;1° Semestre;Formado;08/04/2011;08/04/2011
1756;22/07/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;23/05/2006;Processo Seletivo: PAIES;Não se aplica;2006;1° Semestre;Formado;19/03/2012;19/03/2012
1757;08/09/1988;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;23/05/2006;Processo Seletivo: PAIES;Não se aplica;2006;1° Semestre;Formado;02/02/2010;02/02/2010
1758;07/06/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Formado;25/01/2013;22/01/2013
1759;11/11/1988;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;20/11/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Jubilamento;27/02/2014;
1760;09/09/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;14/12/2010;14/12/2010
1761;01/08/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;28/09/2012;28/09/2012
1762;20/04/1986;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;06/01/2012;06/01/2012
1763;11/10/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;23/09/2013;23/09/2013
1764;12/02/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;20/03/2012;20/03/2012
1765;29/01/1988;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Abandono;13/02/2015;
1766;11/07/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;22/03/2011;22/03/2011
1767;08/03/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Formado;09/11/2012;09/11/2012
1768;22/06/1985;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Formado;08/07/2011;08/07/2011
1769;26/10/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: PAIES;Não se aplica;2007;1° Semestre;Formado;26/02/2013;26/02/2013
1770;04/06/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Formado;22/11/2012;22/11/2012
1771;14/01/1990;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: PAIES;Não se aplica;2007;1° Semestre;Formado;01/03/2013;01/03/2013
1772;11/03/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Formado;11/03/2013;11/03/2013
1773;08/09/1984;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Desistente Oficial;31/07/2009;
1774;22/04/1982;Solteiro(a);M;;Não declarada;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Formado;09/07/2010;02/09/2010
1775;29/12/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: PAIES;Não se aplica;2007;1° Semestre;Formado;29/05/2013;29/05/2013
1776;23/07/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;19/12/2011;19/12/2011
1777;26/09/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;19/03/2009;Processo Seletivo: PAIES;Não se aplica;2009;1° Semestre;Desistente Oficial;23/07/2010;
1778;22/08/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;09/07/2011;09/07/2011
1779;04/04/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;15/03/2012;15/03/2012
1780;02/04/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;08/03/2012;31/01/2012
1781;15/09/1988;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: PAIES;Não se aplica;2007;1° Semestre;Formado;16/02/2011;16/02/2011
1782;28/01/1989;Solteiro(a);M;Não possui deficiência;Preta/Negra;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Formado;13/11/2012;13/11/2012
1783;19/03/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;09/04/2007;Processo Seletivo: Vestibular;Não se aplica;2007;1° Semestre;Formado;09/11/2012;09/11/2012
1784;11/04/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;11/07/2013;11/07/2013
1785;30/05/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;08/07/2015;08/07/2015
1786;18/12/1989;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;22/03/2012;22/03/2012
1787;28/09/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Transferência Interna;02/03/2012;
1788;22/03/1989;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;06/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;19/04/2012;19/04/2012
1789;10/01/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;28/11/2013;28/11/2013
1790;20/09/1989;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;21/03/2012;21/03/2012
1791;15/05/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;17/01/2013;17/01/2013
1792;21/05/1988;Solteiro(a);F;Não possui deficiência;Parda;Uberlândia;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Desistente Oficial;;
1793;11/11/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Formado;21/11/2013;21/11/2013
1794;21/09/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Formado;12/03/2012;12/03/2012
1795;06/02/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Formado;09/07/2011;09/07/2011
1796;04/01/1990;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;19/12/2011;19/12/2011
1797;04/11/1988;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Formado;13/01/2014;13/01/2014
1798;21/11/1989;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Desistente Oficial;;
1799;10/12/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;16/01/2012;19/12/2011
1800;24/02/1990;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Formado;22/03/2012;22/03/2012
1801;18/04/1990;Casado(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;27/08/2014;27/08/2014
1802;18/02/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Formado;04/11/2013;04/11/2013
1803;25/01/1990;Solteiro(a);F;Não possui deficiência;Branca;Uberlândia;1452BI;2010-2;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Desistente Oficial;25/07/2011;
1804;04/11/1987;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Jubilamento;;
1805;10/04/1990;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;1097A;19/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;19/12/2011;19/12/2011
1806;19/12/1989;Solteiro(a);M;Não possui deficiência;Parda;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;30/03/2015;30/03/2015
1807;11/06/1990;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;23/10/2012;23/10/2012
1808;25/11/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;18/04/2013;18/04/2013
1809;16/12/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: PAIES;Não se aplica;2008;1° Semestre;Formado;09/11/2012;09/11/2012
1810;04/04/1989;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Desistente Oficial;18/01/2012;
1811;27/10/1989;Solteiro(a);F;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;06/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Formado;04/03/2015;04/03/2015
1812;14/12/1990;Solteiro(a);M;;Parda;Uberlândia;1452BI;1097A;06/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Formado;21/12/2012;21/12/2012
1813;17/01/1990;Solteiro(a);M;Não possui deficiência;Branca;Uberlândia;1452BI;1097A;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Formado;24/02/2015;20/02/2015
1814;02/06/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Formado;02/07/2016;02/07/2016
1815;26/04/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Formado;09/11/2012;09/11/2012
1816;23/04/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Uberlândia;1452BI;1097A;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Formado;22/02/2013;22/02/2013
